"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"TOMATE CEREJA BDJ 300G 1UN","29,95","","","","","","12,70"
"MELAO CAIPIRA KG","26,38","","","","","","10,98"
"KIWI BDJ 1UN","25,98","","","","","","7,96"
"UVA VITORIA 500GR","25,98","","","","","","8,56"
"UVA NUBIA BDJ 500GR","25,98","","","","","","9,72"
"RUCULA 1UN","23,94","2","6,00","","","","-0,06"
"MORGOTE KG","21,19","","","","","","11,15"
"RABANETE UN 1UN","20,97","","","","","","5,97"
"MILHO VERDE BDJ 1UN","20,97","2","11,00","","","","-6,53"
"ALFACE ROXA 1UN","19,95","4","12,00","","","","-7,05"
"ALFACE LISA 1UN","19,95","6","18,00","","","","-13,05"
"COUVE FLOR 1UN","15,98","3","16,50","","","","-11,52"
"CEBOLA REDE PRISA 1KG","15,98","","","","","","7,38"
"ALHO AGRO NASCENTE 500GR","14,99","","","","","","6,28"
"LARANJA PCT 3KG","14,99","","","","","","4,99"
"ALHO AGRO NASCENTE 150GR","7,99","","","","","","2,67"
"AMEIXA BDJ 1UN","7,49","1","4,50","","","","-1,51"
"UVA ROSADA KG","6,69","","","","","","2,83"
"RUCULA HIDROPONICA 1UN","5,98","","","","","","2,38"
"HORTELA BDJ 30GR 1UN","","1","8,71","","","","-8,71"
"ESPINAFRE 1UN","","","","","","",""
,"10.818,07",,"676,78",,"360,55","0,00","2.329,77"
