"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"CEBOLA ROXA KG","21,29","0,650","3,26","","","","2,82"
"CEBOLA CONSERVA KG","18,84","2","5,50","","","","1,59"
"CEBOLINHA VERDE 1UN","17,91","8","8,00","","","","0,91"
"TOMATE CEREJA 250GR","13,98","","","","","","8,98"
"BATATA DOCE SALMAO KG","13,49","","","","","","5,25"
"BATATA SALSA BDJ 500GR","12,98","2","7,20","","","","-3,64"
"ACELGA UN 1UN","11,98","","","","","","0,16"
"VAGEM BDJ 1UN","9,90","","","","","","7,40"
"CENOURA BDJ 500GR","1,99","","","","","","0,74"
"ABOBORA CABOTIA KG","","","","","","",""
"UVA VITORIA 500GR","","","","","","",""
"CEBOLA REDE AGRO NASCENTE 500GR","","","","","","",""
"ALFACE HIDROPONICA 1UN","","10","33,00","","","","-33,00"
"RUCULA 1UN","","2","6,00","","","","-6,00"
"ESPINAFRE 1UN","","4","16,00","","","","-16,00"
"ESCAROLA 1UN","","2","6,00","","","","-6,00"
"ALHO PORO 1UN","","2","6,00","","","","-6,00"
"TOMATE CEREJA BDJ 500GR","","4","24,00","","","","-24,00"
,"13.473,29",,"752,72",,"383,30","2,84","2.947,66"
