"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"MELANCIA KG","312,40","4,810","4,81","3,305","3,31","","70,93"
"GENGIBRE KG","39,83","0,290","4,56","0,205","3,23","13,91","4,66"
"ALMEIRAO 1UN","","","","1","3,00","","-3,00"
"CEBOLA CONSERVA KG","37,11","","","1,275","2,86","","13,46"
"MINI MELANCIA KG","52,49","","","0,500","2,83","","12,47"
"MACA PINK KG","133,01","","","0,155","2,80","","7,11"
"ALFACE AMERICANA 1UN","444,11","","","1","2,50","","219,11"
"ALFACE ROXA 1UN","144,02","","","1","2,50","","54,52"
"ABOBRINHA KG","362,11","0,380","2,64","0,460","2,49","","90,43"
"CEBOLA KG","297,15","1,330","3,59","0,888","2,40","","76,55"
"MELAO REI KG","159,11","","","0,190","2,35","","47,17"
"MARACUJA KG","226,29","1,480","15,09","0,220","2,25","","54,90"
"BERINGELA KG","16,63","","","0,285","1,30","","2,71"
"ABOBORA SECA KG","10,54","0,230","0,39","0,703","1,19","","4,51"
"UVA ROSADA KG","130,03","4,567","22,84","0,230","1,15","","55,96"
"COCO SECO KG","25,74","","","0,220","0,78","","11,39"
"PEPINO KG","1,26","2,280","9,41","0,145","0,60","","-9,62"
"ABOBORA MORANGA KG","3,71","","","0,245","0,49","","0,74"
"KIWI KG","150,43","","","0,015","0,31","","70,98"
"MELAO SAPO KG","31,10","","","0,060","0,21","","15,31"
"PIMENTAO VERDE KG","25,60","2,330","8,85","0,045","0,17","","4,78"
"BANANA CATURRA KG","2.095,34","16,260","54,31","","","8,96","639,75"
"OVOS VERMELHOS NEGOSEK GRANDE 20UN","1.250,18","1","11,50","","","","249,68"
"MAMAO KG","968,20","12,640","65,40","","","","370,85"
"UVA THOMPSON 500GR","809,46","1","8,99","","","","316,86"
"OVOS VERMELHOS DROSCZAKA 30UN","758,67","1","16,67","","","22,99","151,15"
"OVOS VERMELHOS DROSCZAKA 12UN","663,30","","","","","","128,04"
"OVOS VERMELHOS NEGOSEK 12UN","645,43","","","","","","174,43"
"TOMATE KG","577,22","21,950","117,85","","","","109,49"
"LIMAO KG","433,42","2,430","6,29","","","","202,65"
"ALFACE CRESPA 1UN","429,62","","","","","","136,12"
"MORANGO BDJ 500GR","400,23","","","","","","130,23"
"OVOS BRANCOS NEGOSEK 12UN","392,92","","","","","","89,42"
"MORANGO BDJ 200GR","319,60","","","","","","119,60"
"CAQUI KG","274,32","1,380","19,02","","","","84,34"
"ALHO KG","239,62","","","","","","105,09"
"MILHO VERDE BDJ 1UN","223,72","1","5,50","","","","72,78"
"AMEIXA KG","212,12","7,020","35,31","","","","23,21"
"UVA ROSADA BJ500GR","203,50","5","27,92","","","","42,86"
"MIRTILO 1UN","199,00","","","","","","36,50"
"ABACATE KG","197,85","2,480","5,91","","","","90,94"
"OVOS VERMELHOS NEGOSEK 6UN","195,25","","","","","","54,75"
"REPOLHO 1UN","179,70","1","4,35","","","","38,29"
"TOMATE CEREJA BDJ 300G 1UN","159,68","","","","","","44,52"
"UVA VITORIA 500GR","152,27","","","","","","31,50"
"UVA ISIS BDJ 500GR","129,90","","","","","","45,22"
"COUVE FLOR 1UN","125,82","","","","","","25,35"
"CEBOLA REDE PRISA 1KG","119,85","","","","","","55,35"
"ABACAXI GRANDE 1UN","118,80","2","12,00","","","","33,80"
"ABACAXI PEROLA 1UN","116,87","","","","","","47,50"
"CEBOLINHA VERDE 1UN","103,48","7","8,40","","","","33,73"
"GOIABA KG","91,66","12,050","41,60","","","","3,42"
"BROCOLIS/COUVE FLOR BJ1UN","90,87","","","","","","26,13"
"TOMATE CEREJA BDJ 500GR","89,91","","","","","","35,91"
"MORGOTE KG","82,91","1,200","6,37","","","","30,06"
"COUVE MANTEIGA 1UN","79,80","","","","","","36,80"
"ALFACE LISA 1UN","76,78","5","12,50","","","","9,28"
"PIMENTAO AMARELO KG","75,03","0,180","1,84","","","","34,73"
"KIWI BDJ 1UN","58,97","","","","","","36,29"
"UVA BRASIL BDJ 500GR","44,97","","","","","","20,76"
"UVA RUBI BDJ 500GR","41,97","","","","","","17,22"
"COCO VERDE 1UN","39,60","","","","","","20,40"
"ABOBORA CABOTIA KG","33,77","","","","","","12,60"
"MIX PIMENTAO BDJ 300GR","29,98","","","","","","8,48"
"ERVILHA BDJ 200GR","25,98","4","41,56","","","","-36,36"
"CANJA C/ARROZ INTEGRAL VAPZA 500GR","24,99","","","","","","7,81"
"ACELGA UN 1UN","23,96","","","","","","2,96"
"VAGEM KG","22,48","","","","","","7,58"
"LIMAO SICILIANO KG","20,60","0,360","5,68","","","","-1,40"
"REPOLHO ROXO 1UN","19,96","4","14,00","","","","-8,04"
"COUVE PICADA BDJ 1UN","19,96","","","","","","7,96"
"TOMATE CORACAO BOI BDJ 700GR","15,98","2","10,00","","","","-4,02"
"CENOURA BDJ 500GR","15,92","","","","","","3,82"
"ESCAROLA 1UN","13,47","","","","","","4,47"
"CEBOLA BRANCA KG","13,07","","","","","","1,68"
"ACAFRAO BDJ 150GR 1UN","12,99","","","","","","3,50"
"QUIABO BDJ 200GR 1UN","11,99","","","","","","3,91"
"MAMAO PEDAÇOS KG","5,63","","","","","","2,25"
,"26.478,69",,"1.152,95",,"633,56","54,77","7.009,83"
