"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"PIMENTAO VERDE KG","42,18","0,780","3,12","","","","22,02"
"HORTELA BDJ 30GR 1UN","41,94","3","12,14","","","","5,53"
"CENOURA BDJ 500GR","41,79","","","","","","15,54"
"ALECRIM BDJ 50GR","31,96","1","4,04","","","","11,76"
"SALVIA BDJ 30GR","31,96","","","","","","15,76"
"ERVILHA BDJ 200GR","25,98","","","","","","5,22"
"UVA ITALIA KG","25,86","","","","","","12,92"
"UVA UVARIA SEM SEMENTE 500GR","19,80","1","6,00","","","","1,80"
"PIMENTA BIQUINHO BDJ 250GR","18,58","","","","","","4,58"
"ACELGA UN 1UN","17,97","","","","","","5,97"
"UVA BRASIL BDJ 500GR","14,99","1","8,07","","","","-1,93"
"PHYSALIS 1UN","13,99","","","","","","4,56"
"VAGEM VERDE PRUST BDJ 1UN","13,17","","","","","","4,17"
"ABOBORA CABOTIA VACUO 1KG","11,99","","","","","","4,81"
"REPOLHO ROXO 1UN","9,98","2","5,24","","","","-0,50"
"JILO BDJ 200GR 1UN","9,90","1","6,96","","","","-4,02"
"ALFAVACA BDJ 30GR 1UN","7,99","1","4,04","","","","-0,09"
"VAGEM VERDE BDJ 200GR 1UN","4,99","","","","","","2,19"
"COUVE PICADA BDJ 1UN","4,99","","","","","","1,99"
"CEBOLINHA PICADA 1UN","2,23","","","","","","1,03"
"UVA RUBI BDJ 500GR","","11","95,70","","","","-95,70"
"FLOR POISENTIA P14 1UN","","1","20,77","","","","-20,77"
,"25.219,76",,"1.229,44",,"579,08","0,00","7.662,35"
