"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"MILHO VERDE BDJ 1UN","480,19","","","58","319,00","","-174,31"
".FLOR CYMBIDIUM 1UN","","","","3","175,05","","-175,05"
"MACA PINK KG","65,58","0,480","8,19","9,210","157,21","","-156,08"
"BANANA PRATA KG","1.014,31","10,370","48,42","28,490","133,05","","154,23"
"TOMATE CEREJA BDJ 500GR","159,84","","","20","120,00","","-56,16"
".FLOR CROTON 1UN","","","","4","110,08","","-110,08"
"FLOR PHALAENOPSIS MIX P12 1UN","","","","2","92,80","","-92,80"
"PESSEGO KG","370,71","22,600","75,15","20,115","75,43","","-28,75"
"MELAO REI KG","169,82","","","5,110","72,41","","-22,72"
"FLOR ORQUIDEA P06 1UN","","","","2","58,84","","-58,84"
"FLOR ZAMIO ZIMBA P17 1UN","139,80","","","1","46,27","","-4,41"
"UVA BRANCA KG","278,92","3,770","18,85","8,450","42,25","","76,02"
"CHUCHU KG","165,03","4,740","42,85","4,495","40,63","","-71,90"
"PERA KG","234,03","11,330","208,13","2,180","40,05","","-230,18"
"ERVAS AROMATICAS P11 1UN","","","","4","38,92","","-38,92"
"MAMAO HAVAI 1UN","452,26","32","131,50","7","36,40","","-3,80"
"TOMATE CORACAO BOI BDJ 700GR","47,94","","","7","35,00","","-17,06"
"FICUS LYRATA 1UN","","","","1","30,00","","-30,00"
"FLOR KALANCHOE P11 1UN","","","","5","28,85","","-28,85"
"FLOR CROTON + ARANJO 1UN","","","","1","27,52","","-27,52"
"BETERRABA KG","72,38","0,620","1,95","8,710","27,44","","-6,80"
"UVA ROSADA KG","379,56","","","5,315","26,58","","204,99"
"CENOURA KG","284,76","0,080","0,22","9,180","25,80","","89,04"
"BATATA KG","1.093,72","2,200","5,13","7,105","21,32","","363,64"
"BATATA DOCE ROXA KG","78,00","","","6,715","19,20","","13,69"
"ABACAXI PEROLA 1UN","107,88","2","11,69","3","18,30","","5,20"
"LARANJA PERA KG","397,71","7,710","21,58","6,180","17,80","","98,02"
"FLOR CYCLAMEN FLOR P14 1UN","","","","1","17,79","","-17,79"
"MANGA KG","515,80","1,750","6,92","4,942","17,49","","217,71"
".FLOR VIOLETA 1UN","","","","3","16,50","","-16,50"
"FLOR SAMAMBAIA HAVAIANA MINI C1 1UN","","","","1","16,33","","-16,33"
"KIWI KG","220,87","0,920","17,50","0,815","15,50","","82,58"
"CEBOLA CONSERVA KG","52,67","0,530","1,19","5,385","12,06","","9,86"
"ABACATE KG","187,03","0,500","1,37","3,960","11,60","","77,55"
"FLOR POISENTIA P11 1UN","","","","1","11,54","","-11,54"
"NECTARINA KG","25,66","8,340","58,38","1,570","10,99","","-57,55"
"CEBOLINHA VERDE 1UN","105,47","","","9","10,80","","28,07"
"GENGIBRE KG","41,88","","","0,740","10,74","","3,54"
"PEPINO JAPONES KG","343,86","2,860","12,37","2,455","10,31","","187,22"
"TOMATE SALADETE KG","478,63","4,158","18,08","2,365","9,46","","160,85"
"GOIABA KG","228,73","12,020","74,17","1,471","9,19","","21,92"
"UVA RUBI BDJ 500GR","","","","1","8,70","","-8,70"
"UVA ITALIA 500GR","90,93","1","8,13","1","7,54","","19,57"
"AMEIXA KG","475,43","9,730","60,36","1,050","6,65","","103,26"
"UVA UVARIA SEM SEMENTE 500GR","227,70","","","1","6,00","","83,70"
"COUVE PICADA BDJ 1UN","59,88","","","2","6,00","","17,88"
"ALHO PORO 1UN","44,91","","","2","6,00","","6,51"
"CEBOLA BRANCA KG","39,90","","","0,935","5,92","","8,46"
"FLOR VIOLETA P11 1UN","","","","1","5,63","","-5,63"
"ABOBRINHA KG","128,86","0,500","1,53","1,795","4,86","","53,48"
"BROCOLIS AMERICANO 1UN","419,73","","","1","4,43","","103,10"
"TOMATE KG","647,89","3,020","14,94","0,792","4,25","","231,17"
"CEBOLA ROXA KG","85,89","","","1,490","4,19","","41,43"
"ALECRIM BDJ 50GR","7,99","","","1","4,07","","-0,15"
