"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"MAMAO HAVAI 1UN","1.877,80","45","187,42","12","49,56","","509,59"
"ERVILHA BDJ 200GR","","","","5","46,15","","-46,15"
"MACA VERDE KG","295,86","1,920","24,11","3,575","44,90","","6,58"
"RUCULA 1UN","796,96","2","6,00","15","42,00","","193,46"
"KIWI KG","868,13","0,200","4,77","1,844","41,39","","351,92"
"PHYSALIS 1UN","","4","39,04","4","39,04","","-78,08"
"COGUMELO PARIS 300GR","143,92","1","12,65","3","37,95","","-7,88"
"COCO VERDE 1UN","73,97","4","29,70","5","36,90","","-47,37"
"LICHIA BDJ 300UN","139,89","2","17,60","4","35,20","","-4,21"
"MORANGO BDJ 200GR","749,05","2","15,66","7","35,00","","220,28"
"ABACAXI PEROLA 1UN","669,25","14","74,74","6","34,50","","152,49"
"UVA BRANCA KG","1.287,10","11,820","86,09","4,260","31,75","","178,12"
"BATATA DOCE ROXA KG","652,30","1,760","5,64","9,165","30,27","","216,88"
"TOMATE SALADETE KG","2.753,21","3,400","13,66","5,825","24,43","","1.133,11"
"COCO SECO KG","97,42","3,380","16,49","4,930","24,06","","-7,73"
"UVA ROSADA BJ500GR","223,62","1","5,28","4","23,20","","40,10"
"MILHO VERDE BDJ 1UN","2.295,77","4","24,00","4","23,00","","537,27"
"LIMAO SICILIANO KG","176,03","0,780","11,65","1,425","21,11","","-8,72"
".MACA NECTAR PC850GR","47,96","1","7,00","3","21,00","","-8,04"
"BROCOLIS/COUVE FLOR BJ1UN","517,24","","","5","20,42","","160,03"
"PIMENTAO AMARELO KG","269,47","1,440","10,61","2,065","18,98","","92,51"
"UVA UVARIA SEM SEMENTE 500GR","791,93","","","3","18,00","","221,93"
"TOMATE CEREJA BDJ 500GR","589,41","","","3","18,00","","217,41"
"CEBOLA ROXA KG","446,59","1,240","6,75","3,180","17,70","","173,58"
"BATATA SALSA BDJ 500GR","194,70","","","5","17,53","","36,17"
"CEBOLA CONSERVA KG","153,49","3,950","8,84","7,435","16,65","","41,19"
"OVOS VERMELHOS DROSCZAKA 30UN","1.901,26","","","1","16,25","","588,55"
"MACA GALA/FUJI KG","3.624,85","9,310","79,23","1,884","16,13","","1.107,07"
"CEBOLINHA VERDE 1UN","390,07","10","11,10","13","15,60","","143,17"
"CEBOLA BRANCA KG","117,64","1,840","11,65","2,410","15,26","","14,02"
"ALHO PORO 1UN","312,87","","","5","15,00","","75,75"
"GENGIBRE KG","155,72","3,590","52,09","1,190","14,96","","-28,31"
"ABOBRINHA BRASILEIRINHA KG","323,03","0,170","1,70","1,480","14,80","","91,03"
"BROCOLIS AMERICANO 1UN","1.177,31","5","18,20","5","14,50","","278,10"
"ABOBRINHA KG","688,17","2,470","6,39","5,500","13,76","","391,24"
"PITAYA 1UN","894,30","2","26,96","1","13,48","","400,70"
"UVA THOMPSON 500GR","1.917,91","1","6,74","2","13,46","","692,17"
"ALFACE LISA 1UN","564,34","1","2,50","5","12,50","","144,34"
"COUVE MANTEIGA 1UN","438,25","","","4","12,00","","122,75"
"CEBOLA KG","1.542,49","12,510","23,01","6,682","10,75","","600,32"
"ALFAFA 150GR","","","","1","10,50","","-10,50"
"LARANJA BAHIA KG","607,71","2,940","19,20","1,540","10,48","","304,45"
"ALFACE CRESPA 1UN","1.516,27","4","7,50","8","10,40","","516,77"
"TOMATE CEREJA BDJ 300G 1UN","594,48","","","4","10,00","","186,23"
"ALHO KG","1.066,27","","","0,605","9,81","","419,32"
"LIMAO KG","1.728,92","14,320","43,85","3,330","9,68","","796,80"
"PIMENTAO VERMELHO KG","358,56","0,290","2,96","1,142","9,61","","160,31"
"ALFACE ROXA 1UN","613,98","3","7,00","4","9,50","","235,48"
"SALSINHA VERDE 1UN","822,25","7","7,00","9","9,00","","415,24"
"LARANJA LIMA PERSIA KG","9,22","1,580","12,12","1,160","8,90","","-17,25"
"MELAO SAPO KG","69,82","3,450","12,42","2,087","7,51","","13,93"
"OVOS VERMELHOS DROSCZAKA 12UN","1.616,48","","","1","7,50","","461,16"
"MIRTILO 1UN","259,80","1","7,48","1","7,48","","88,30"
"BERINGELA KG","99,93","3,050","9,95","2,200","7,26","","31,46"
"BATATA SALSA KG","331,74","0,100","0,40","1,790","7,16","","94,55"
"UVA ISIS BDJ 500GR","662,49","2","14,62","1","6,96","","284,03"
"PEPINO KG","272,10","5,915","13,86","3,150","6,32","","151,25"
"MELAO REI KG","1.657,47","","","0,460","6,25","","436,57"
"REPOLHO ROXO 1UN","109,78","","","2","5,64","","38,02"
"COUVE FLOR 1UN","426,39","1","5,42","1","5,43","","124,02"
"MELAO AMARELO KG","861,40","1,800","6,16","1,519","5,18","","357,33"
"ABOBORA PESCOCO BDJ 1UN","4,99","","","1","4,66","","-4,33"
"ABOBORA CABOTIA KG","97,79","","","1,665","4,07","","34,12"
"REPOLHO 1UN","373,46","","","1","3,05","","130,52"
"VAGEM VERDE PRUST BDJ 1UN","223,89","","","1","3,00","","67,89"
"ABOBORA SECA KG","5,11","3,240","7,10","1,285","2,81","","-7,60"
"ALFACE AMERICANA 1UN","912,84","","","1","2,30","","345,69"
"ABOBORA MORANGA KG","19,03","2,760","6,43","0,930","2,15","","-3,53"
"CARAMBOLA KG","15,52","1,590","18,77","0,110","1,30","","-15,99"
"CENOURA BDJ 500GR","172,54","","","1","1,25","","62,54"
"PIMENTAO VERDE KG","186,73","0,500","2,23","0,140","0,56","","104,20"
"OVOS VERMELHOS NEGOSEK 12UN","3.331,16","","","","","","1.168,46"
"OVOS VERMELHOS NEGOSEK GRANDE 20UN","3.178,48","","","","","","950,98"
"OVOS BRANCOS NEGOSEK 12UN","1.135,53","","","","","","368,48"
"UVA VITORIA 500GR","940,50","2","12,76","","","","288,80"
"ABACAXI GRANDE 1UN","687,18","3","15,50","","","","220,68"
"TOMATE CORACAO BOI BDJ 700GR","519,35","","","","","","194,35"
"OVOS VERMELHOS NEGOSEK 6UN","506,03","1","3,75","","","","179,18"
"ALHO PRISA FIGURA 150GR","296,67","","","","","","102,30"
"ALHO AGRO NASCENTE 150GR","255,68","","","","","","89,40"
"MINI MELANCIA KG","217,62","3,261","19,50","","","","37,61"
"CEBOLA REDE PRISA 1KG","199,75","","","","","","92,25"
"CEREJA NATUA BDJ 250GR","184,07","6","87,78","","","","-73,56"
"UVA RUBI BDJ 500GR","139,90","1","8,70","","","","44,20"
"FLOR ZAMIO ZIMBA P17 1UN","139,80","","","","","","41,86"
"BETERRABA MACO UN","137,77","","","","","","45,77"
"COUVE PICADA BDJ 1UN","124,75","1","3,00","","","","46,75"
"MANJERICAO BDJ 30GR","87,89","","","","","","42,08"
"CEBOLA REDE AGRO NASCENTE 500GR","87,25","","","","","","38,50"
"QUIABO BDJ 200GR 1UN","83,93","2","16,14","","","","10,70"
"PIMENTA DEDO MOCA BDJ 150GR 1UN","77,94","1","6,92","","","","29,09"
"UVA BRASIL BDJ 500GR","74,95","2","17,70","","","","13,00"
"ESPINAFRE 1UN","67,83","","","","","","16,83"
"ALHO AGRO NASCENTE 500GR","59,96","","","","","","21,60"
"AMORA BDJ 100GR","55,93","3","17,49","","","","-2,37"
"MELAO ORANGE KG","51,64","","","","","","20,60"
"VAGEM BDJ 1UN","49,90","","","","","","21,90"
"MELANCIA PEDAÇOS KG","49,26","","","","","","26,56"
"UVA ITALIA KG","40,48","","","","","","20,23"
"FLOR ANTHURIUM P15 1UN","39,90","","","","","","15,61"
"ESCAROLA 1UN","35,92","","","","","","11,92"
"MIX PIMENTAO BDJ 300GR","29,98","","","","","","9,00"
"HORTELA BDJ 30GR 1UN","27,96","1","4,31","","","","7,09"
"COGUMELO SHITAKE 200GR","24,99","3","45,51","","","","-35,68"
"UVA BRANCA POLOSKI KG","21,32","","","","","","7,22"
"BROCOLIS MACO 1UN","20,97","","","","","","8,97"
"TOFU 450GR","17,99","","","","","","6,16"
"ACELGA UN 1UN","17,97","","","","","","5,97"
"AMEIXA AMARELA KG","17,04","","","","","","5,64"
"UVA BRASIL KG","16,52","","","","","","6,54"
"ALECRIM BDJ 50GR","15,98","3","12,90","","","","-5,08"
"ACAFRAO BDJ 150GR 1UN","12,99","","","","","","3,46"
"MACA SENINHA 1KG","11,99","","","","","11,99","3,93"
"UVA BENETAKA BDJ 500GR","11,99","","","","","","4,22"
"ALFAVACA BDJ 30GR 1UN","7,99","2","8,62","","","","-4,70"
"UVA PRETA KG","3,76","","","","","","1,29"
"ENDRO VERDE 1UN","2,59","","","","","","1,09"
"FLOR KALANCHOE P11 1UN","","1","5,77","","","","-5,77"
"FRAMBOESA BDJ 100GR","","7","73,50","","","","-73,50"
"JILO BDJ 200GR 1UN","","2","15,03","","","","-15,03"
"PIMENTA CAMBUCI BDJ 200GR 1GR","","","","","","",""
"FLOR TUIA STRICKITA P14 1UN","","6","173,04","","","","-173,04"
,"110.166,88",,"4.492,50",,"3.976,32","11,99","33.121,44"
