"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"PIMENTAO VERDE KG","62,03","0,240","0,96","0,140","0,56","","35,57"
"ABOBORA MORANGA KG","7,77","","","0,040","0,08","","2,49"
"BANANA CATURRA KG","2.452,56","","","","","","1.001,14"
"OVOS VERMELHOS NEGOSEK GRANDE 20UN","1.089,78","","","","","","359,78"
"OVOS VERMELHOS NEGOSEK 12UN","978,11","","","","","","370,29"
"MAMAO HAVAI 1UN","824,82","15","58,68","","","","296,13"
"OVOS VERMELHOS DROSCZAKA 12UN","495,00","","","","","","156,50"
"PITAYA 1UN","488,30","","","","","","253,11"
"BROCOLIS AMERICANO 1UN","467,22","","","","","","119,25"
"MELAO REI KG","436,06","","","","","","110,67"
"OVOS BRANCOS NEGOSEK 12UN","393,03","","","","","","137,03"
"TOMATE CEREJA BDJ 500GR","299,70","","","","","","119,70"
"OVOS VERMELHOS DROSCZAKA 30UN","268,97","","","","","","83,93"
"ABACAXI GRANDE 1UN","253,30","1","5,00","","","","70,30"
"ALFACE LISA 1UN","244,30","","","","","","69,30"
"UVA VITORIA 500GR","217,80","","","","","","62,00"
"TOMATE CORACAO BOI BDJ 700GR","199,75","","","","","","74,75"
"OVOS VERMELHOS NEGOSEK 6UN","184,37","","","","","","68,12"
"MIRTILO 1UN","142,89","","","","","","55,62"
"REPOLHO 1UN","134,73","","","","","","61,59"
"UVA ISIS BDJ 500GR","129,90","","","","","","60,83"
"MINI MELANCIA KG","110,16","1,601","9,22","","","","21,53"
"ALHO PRISA FIGURA 150GR","107,88","","","","","","37,20"
"ALHO AGRO NASCENTE 150GR","71,91","","","","","","25,65"
"FLOR ZAMIO ZIMBA P17 1UN","69,90","","","","","","20,93"
"MORANGO BDJ 200GR","63,92","","","","","","23,92"
"MANJERICAO BDJ 30GR","55,93","","","","","","27,32"
"COGUMELO PARIS 300GR","53,97","1","12,65","","","","3,37"
"PIMENTA DEDO MOCA BDJ 150GR 1UN","51,96","","","","","","24,01"
"MELAO ORANGE KG","51,64","","","","","","20,60"
"VAGEM BDJ 1UN","49,90","","","","","","21,90"
"QUIABO BDJ 200GR 1UN","47,96","","","","","","15,32"
"UVA RUBI BDJ 500GR","41,97","","","","","","15,87"
"CENOURA BDJ 500GR","41,79","","","","","","15,54"
"UVA ITALIA KG","40,48","","","","","","20,23"
"CEBOLA REDE PRISA 1KG","39,95","","","","","","18,45"
"COUVE PICADA BDJ 1UN","39,92","1","3,00","","","","12,92"
"CEREJA NATUA BDJ 250GR","39,60","6","87,78","","","","-106,70"
"MELANCIA PEDAÇOS KG","39,13","","","","","","21,10"
"CEBOLA REDE AGRO NASCENTE 500GR","34,90","","","","","","15,40"
"BETERRABA MACO UN","23,96","","","","","","7,96"
"HORTELA BDJ 30GR 1UN","20,97","","","","","","8,72"
"ESPINAFRE 1UN","19,95","","","","","","4,95"
"ESCAROLA 1UN","17,96","","","","","","5,96"
"ALECRIM BDJ 50GR","15,98","","","","","","7,82"
"UVA BRASIL BDJ 500GR","14,99","2","17,70","","","","-11,56"
"ALHO AGRO NASCENTE 500GR","14,99","","","","","","5,40"
"MIX PIMENTAO BDJ 300GR","14,99","","","","","","4,49"
"ACAFRAO BDJ 150GR 1UN","12,99","","","","","","3,46"
".MACA NECTAR PC850GR","11,99","1","7,00","","","","-2,01"
"MACA SENINHA 1KG","11,99","","","","","11,99","3,93"
"ALFAVACA BDJ 30GR 1UN","7,99","","","","","","3,92"
"ENDRO VERDE 1UN","2,59","","","","","","1,09"
"JILO BDJ 200GR 1UN","","1","6,96","","","","-6,96"
"PIMENTA CAMBUCI BDJ 200GR 1GR","","","","","","",""
"FLOR TUIA STRICKITA P14 1UN","","6","173,04","","","","-173,04"
"COGUMELO SHITAKE 200GR","","3","45,51","","","","-45,51"
,"35.877,91",,"1.206,30",,"1.265,86","11,99","11.903,95"
