"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"RUCULA 1UN","191,52","","","","","","47,52"
"BATATA DOCE ROXA KG","190,42","","","","","","110,68"
"OVOS VERMELHOS NEGOSEK 6UN","188,21","","","","","","50,46"
"UVA ITALIA 500GR","181,86","2","17,40","","","","49,04"
"MARACUJA KG","161,37","2,870","22,48","","","","17,43"
"BROCOLIS/COUVE FLOR BJ1UN","159,37","2","10,58","","","","27,58"
"ABACATE KG","155,69","0,980","2,53","","","","65,60"
"SALSINHA VERDE 1UN","155,22","6","11,58","","","","-7,10"
"COUVE FLOR 1UN","150,21","","","","","","47,38"
"KIWI KG","141,27","0,190","1,52","","","","82,95"
"PERA KG","140,62","1,590","15,63","","","","32,77"
"GOIABA KG","139,89","4,810","20,43","","","","29,77"
"ABACAXI GRANDE 1UN","138,60","","","","","","42,90"
"PIMENTAO VERMELHO KG","135,10","","","","","","57,86"
"UVA ISIS BDJ 500GR","129,90","1","8,70","","","","34,20"
"ABACAXI PEROLA 1UN","119,85","1","4,26","","","","55,69"
"ALHO PRISA FIGURA 150GR","107,88","","","","","","37,20"
"PIMENTAO AMARELO KG","105,39","","","","","","26,05"
"UVA BRASIL BDJ 500GR","104,93","","","","","","44,03"
"MIRTILO 1UN","99,50","","","","","","18,45"
"CEBOLA ROXA KG","97,34","0,900","3,46","","","","31,52"
"MACA VERDE KG","92,95","1,790","23,77","","","","-1,25"
"ALFACE ROXA 1UN","91,77","2","4,00","","","","37,77"
"CEBOLINHA VERDE 1UN","91,54","","","","","","36,34"
"BETERRABA KG","80,70","","","","","","28,71"
"CEBOLA REDE PRISA 1KG","79,90","","","","","","33,90"
"UVA VITORIA 500GR","77,94","1","8,71","","","","16,97"
"ALHO PORO 1UN","71,88","","","","","","27,24"
"CHUCHU KG","64,52","0,410","0,57","","","","51,21"
"ALHO AGRO NASCENTE 150GR","63,92","","","","","","23,44"
"QUIABO BDJ 200GR 1UN","59,95","1","8,21","","","","10,74"
"GENGIBRE KG","54,71","0,100","1,20","","","","24,98"
"ACELGA UN 1UN","47,94","","","","","","8,76"
"PITAYA 1UN","47,94","","","","","","16,08"
"MANJERICAO BDJ 30GR","47,94","","","","","","23,28"
"COUVE PICADA BDJ 1UN","39,92","","","","","","15,92"
"VAGEM BDJ 1UN","39,92","","","","","","15,92"
"KIWI BDJ 1UN","38,97","1","8,53","","","","4,85"
"UVA NUBIA BDJ 500GR","38,97","","","","","","16,35"
"AMEIXA BDJ 1UN","37,45","","","","","","14,95"
"COGUMELO PARIS 300GR","35,98","","","","","","10,35"
"MILHO VERDE BDJ 1UN","34,95","","","","","","7,45"
"PIMENTAO VERDE KG","32,07","","","","","","9,30"
"REPOLHO ROXO 1UN","31,96","","","","","","5,64"
"LIMAO SICILIANO KG","30,64","","","","","","12,47"
"ABOBORA MORANGA KG","29,32","0,880","1,76","","","","7,95"
"CEBOLA CONSERVA KG","29,18","","","","","","9,46"
"MELANCIA PEDAÇOS KG","27,14","","","","","","11,26"
"ATEMOIA 1UN","24,95","","","","","","8,70"
"ABOBORA CABOTIA KG","21,09","","","","","","5,46"
"HORTELA BDJ 30GR 1UN","20,97","2","8,22","","","","0,42"
"RABANETE UN 1UN","20,97","","","","","","5,97"
"COUVE MANTEIGA 1UN","19,95","","","","","","9,95"
"COGUMELO PARIS 500GR","17,99","","","","","","9,82"
"MAMAO PEDAÇOS KG","16,09","","","","","","7,14"
"ALECRIM BDJ 50GR","15,98","","","","","","7,76"
"CEBOLA REDE AGRO NASCENTE 500GR","13,96","","","","","","4,76"
"PIMENTA DEDO MOCA BDJ 150GR 1UN","12,99","","","","","","5,99"
"MORGOTE KG","12,47","1,260","8,48","","","","-4,50"
"BERINJELA BDJ 400GR 1UN","11,99","","","","","","4,95"
"COCO SECO PEDACO KG","10,37","","","","","","6,67"
"JILO BDJ 200GR 1UN","9,90","","","","","","2,86"
"PONKAN KG","6,68","2,230","8,92","","","","-5,58"
"ABOBORA SECA KG","6,10","0,680","1,15","","","","2,36"
"CEBOLA BRANCA KG","5,69","","","","","","0,73"
"PEPINO JAPONES FATIADO KG","5,30","","","","","","1,44"
"ESPINAFRE 1UN","4,99","","","","","","0,99"
"COCO SECO KG","4,26","0,180","0,61","","","","1,48"
"ALFAVACA BDJ 30GR 1UN","","1","4,09","","","","-4,09"
"MELAO SAPO KG","","2,310","8,09","","","","-8,09"
"UVA ROSADA BJ500GR","","1","6,38","","","","-6,38"
,"25.793,35",,"612,95",,"0,00","3,74","7.737,09"
