"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"CEBOLA KG","997,90","2,850","10,58","0,131","0,49","","373,85"
"KIWI KG","284,57","","","0,030","0,27","","129,48"
"PEPINO JAPONES KG","427,49","0,190","1,17","0,030","0,18","","69,46"
"CHUCHU KG","133,45","","","0,030","0,04","","107,05"
"BANANA CATURRA KG","3.135,36","5,920","11,14","","","","815,57"
"BATATA KG","2.217,13","5,850","22,42","","","","508,66"
"MACA GALA/FUJI KG","1.351,43","4,660","22,75","","","","616,14"
"OVOS VERMELHOS DROSCZAKA 30UN","1.280,62","","","","","","314,73"
"MORANGO BDJ 500GR","1.190,80","","","","","","208,80"
"OVOS VERMELHOS DROSCZAKA 12UN","1.131,97","","","","","","333,73"
"OVOS VERMELHOS NEGOSEK 12UN","1.067,11","","","","","11,99","266,11"
"MAMAO KG","1.064,43","15,350","76,59","","","27,60","320,10"
"BROCOLIS AMERICANO 1UN","866,52","","","","","","323,12"
"PITAYA 1UN","679,15","1","5,31","","","","236,53"
"OVOS BRANCOS NEGOSEK 12UN","599,50","1","8,50","","","","166,00"
"ALFACE CRESPA 1UN","546,45","3","9,00","","","","157,45"
"LIMAO KG","476,87","1,210","3,55","","","","200,75"
"ABOBRINHA KG","447,88","0,240","0,92","","","","240,48"
"ALFACE AMERICANA 1UN","436,38","","","","","","117,52"
"BATATA SALSA KG","422,18","0,320","1,44","","","","153,62"
"TOMATE CEREJA BDJ 300G 1UN","365,39","1","3,45","","","","154,61"
"PINHAO KG","330,42","","","","","","108,97"
"REPOLHO 1UN","300,57","","","","","","69,64"
"FLOR TULIPA PREMIUM P12 1UN","281,94","","","","","","99,18"
"SALSINHA VERDE 1UN","274,62","","","","","","28,38"
"UVA ITALIA 500GR","272,79","","","","","","102,27"
"BROCOLIS/COUVE FLOR BJ1UN","265,62","2","11,42","","","","53,08"
"ALFACE LISA 1UN","243,39","2","6,00","","","","54,39"
"RUCULA 1UN","239,40","3","9,00","","","","84,40"
"COUVE FLOR 1UN","213,33","1","5,41","","","","61,78"
"ALFACE ROXA 1UN","211,47","5","10,00","","","","88,47"
"UVA ISIS BDJ 500GR","194,85","","","","","","64,11"
"MILHO VERDE BDJ 1UN","184,87","","","","","","92,17"
"ALHO PORO 1UN","170,14","","","","","","62,69"
"MELAO AMARELO KG","160,96","1,620","7,89","","","18,63","40,93"
"FLOR PHALAENOPSIS MIX P12 1UN","159,98","","","","","","51,48"
"CEBOLA REDE PRISA 1KG","159,80","","","","","","60,00"
"MARACUJA KG","158,65","1,090","7,82","","","","30,60"
"MIRTILO 1UN","139,30","","","","","","27,23"
"UVA BRASIL BDJ 500GR","134,91","","","","","","34,29"
"ALHO PRISA FIGURA 150GR","125,86","","","","","","43,24"
"MACA VERDE KG","105,25","","","","","","28,06"
"FLOR GLOXINIA P14 1UN","104,97","","","","","","38,85"
"MORANGO BDJ 200GR","99,00","2","25,00","","","","-6,00"
"ALHO AGRO NASCENTE 150GR","95,88","","","","","","35,16"
"KIWI BDJ 1UN","90,93","1","8,53","","","","22,69"
"FLOR VIOLETA P11 1UN","89,91","","","","","","28,98"
"ABACAXI GRANDE 1UN","89,10","","","","","","31,14"
"PIMENTAO VERDE KG","79,39","","","","","","27,28"
"ACELGA UN 1UN","71,91","","","","","","18,66"
"FLOR KALANCHOE DOBRADO P15 1UN","57,98","","","","","","20,46"
"COGUMELO PARIS 500GR","53,97","","","","","","29,46"
"CEBOLA REDE AGRO NASCENTE 500GR","52,35","","","","","","17,85"
"MINI MELANCIA KG","52,26","","","","","","4,39"
"UVA VITORIA 500GR","51,96","","","","","","17,15"
"ESPINAFRE 1UN","49,90","","","","","","9,90"
"QUIABO BDJ 200GR 1UN","47,96","","","","","","15,26"
"REPOLHO ROXO 1UN","47,94","","","","","","12,42"
"FLOR ANTHURIUM P15 1UN","43,99","","","","","","13,95"
"MANJERICAO BDJ 30GR","39,95","","","","","","19,60"
"COUVE PICADA BDJ 1UN","39,92","","","","","","15,92"
"VAGEM BDJ 1UN","39,92","","","","","","15,92"
"ERVILHA BDJ 200GR","38,97","","","","","","3,95"
"BERINJELA BDJ 400GR 1UN","35,97","","","","","","14,99"
"FLOR CYCLAMEN FLOR P14 1UN","34,90","","","","","","12,87"
"VAGEM KG","31,94","","","","","31,94","10,77"
"RABANETE UN 1UN","27,96","","","","","","7,96"
"CANJA C/ARROZ INTEGRAL VAPZA 500GR","24,99","","","","","","8,75"
"PEPINO JAPONES FATIADO KG","24,96","","","","","","1,25"
"ALECRIM BDJ 50GR","23,97","","","","","","11,72"
"MELANCIA AMARELA KG","15,82","","","","","","4,95"
"ALHO AGRO NASCENTE 500GR","14,99","","","","","","6,28"
"PIMENTA DEDO MOCA BDJ 150GR 1UN","12,99","","","","","","6,01"
"ACAFRAO BDJ 150GR 1UN","12,99","","","","","","3,45"
"PIMENTA CAMBUCI BDJ 300GR","10,99","","","","","","6,99"
"ABOBORA MORANGA KG","10,25","","","","","","3,40"
"PEPINO KG","9,53","","","","","","4,92"
"HORTELA BDJ 30GR 1UN","6,99","","","","","","2,92"
"ALFACE HIDROPONICA 1UN","5,49","","","","","","2,19"
"FLOR CACTUS MINI P06 1UN","4,99","","","","","","1,77"
"LARANJA LIMA PERSIA KG","3,44","","","","","","1,40"
"MELANCIA PEDAÇOS KG","0,76","","","","","","0,20"
"MIX LEGUMES 1UN","","2","11,62","","","","-11,62"
"ALFAVACA BDJ 30GR 1UN","","1","4,09","","","","-4,09"
"ABOBORA MORANGA FATIADA KG","","","","","","",""
"FLOR LIRIO VARIADO 1UN","","","","","","",""
"FLOR BEGONIA 1UN","","","","","","",""
"ATEMOIA 1UN","","8","26,00","","","","-26,00"
"ABOBORA SECA KG","","1,990","3,36","","","","-3,36"
,"41.499,52",,"743,24",,"517,81","90,16","12.313,32"
