"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"GOIABA KG","45,67","4,510","15,52","0,940","3,23","","4,45"
"MORGOTE KG","63,57","2,190","10,42","0,625","3,00","","19,34"
"LIMAO SICILIANO KG","29,85","","","0,165","2,60","","3,62"
"ALFACE LISA 1UN","177,99","","","1","2,50","","47,99"
"PERA KG","251,05","1,400","18,35","0,170","2,23","","65,06"
"MACA VERDE KG","108,91","1,740","22,81","0,085","1,11","","0,96"
"COCO SECO KG","47,47","","","0,300","1,06","","21,38"
"ABOBRINHA KG","261,42","","","0,280","0,91","","111,46"
"ABOBORA CABOTIA KG","9,98","","","0,175","0,43","","3,37"
"CEBOLA BRANCA KG","26,59","","","0,060","0,38","","9,21"
"MINI MELANCIA KG","","","","0,025","0,14","","-0,14"
"ABOBORA SECA KG","1,64","1,720","3,77","0,055","0,12","","-3,15"
"MELAO SAPO KG","50,04","","","0,005","0,02","","24,60"
"BANANA CATURRA KG","2.151,18","11,860","39,61","","","","667,12"
"MAMAO KG","1.025,19","22,800","117,46","","","","340,87"
"UVA THOMPSON 500GR","755,98","2","14,62","","","","290,11"
"OVOS VERMELHOS NEGOSEK 12UN","725,34","","","","","","230,34"
"MAMAO HAVAI 1UN","496,29","3","16,20","","","","102,09"
"TOMATE KG","451,21","25,420","74,80","","","","143,84"
"LIMAO KG","432,43","1,890","4,91","","","","198,96"
"OVOS BRANCOS NEGOSEK 12UN","412,83","1","7,00","","","","111,83"
"OVOS VERMELHOS DROSCZAKA 30UN","390,83","","","","","","114,58"
"MORANGO BDJ 500GR","359,76","","","","","","119,76"
"ALFACE AMERICANA 1UN","353,24","","","","","","158,74"
"PITAYA 1UN","349,78","7","22,75","","","","90,80"
"MORANGO BDJ 200GR","327,59","","","","","","122,59"
"BROCOLIS AMERICANO 1UN","303,71","3","13,26","","","","65,15"
"OVOS VERMELHOS DROSCZAKA 12UN","277,20","","","","","","71,96"
"UVA VITORIA 500GR","275,77","","","","","","69,23"
"MILHO VERDE BDJ 1UN","269,26","3","12,22","","","","87,16"
"AMEIXA KG","268,25","5,310","26,55","","","","73,56"
"ALHO KG","238,12","","","","","","86,81"
"ALFACE ROXA 1UN","234,98","","","","","","106,48"
"RUCULA 1UN","191,52","3","9,00","","","","38,52"
"COUVE FLOR 1UN","188,73","","","","","","38,85"
"MELAO AMARELO KG","180,52","1,890","5,76","","","","80,29"
"TOMATE CORACAO BOI BDJ 700GR","167,79","","","","","","62,79"
"OVOS VERMELHOS NEGOSEK 6UN","153,95","","","","","","49,95"
"TOMATE CEREJA BDJ 500GR","139,86","","","","","","55,86"
"REPOLHO 1UN","134,73","","","","","","40,23"
"ABACAXI PEROLA 1UN","125,86","4","20,94","","","","33,76"
"TOMATE CEREJA BDJ 300G 1UN","91,77","","","","","","28,16"
"PIMENTAO VERMELHO KG","85,02","","","","","","50,14"
"ABACAXI GRANDE 1UN","83,37","9","54,00","","","","-24,63"
"PESSEGO KG","79,71","0,220","0,88","","","","33,21"
"BROCOLIS/COUVE FLOR BJ1UN","69,90","","","","","","20,28"
"BATATA SALSA BDJ 500GR","58,41","","","","","","16,11"
"UVA RUBI BDJ 500GR","55,96","","","","","","22,70"
"ALHO PRISA FIGURA 150GR","53,94","","","","","","18,60"
"MIRTILO 1UN","51,96","1","9,75","","","","3,21"
"CEBOLA CONSERVA KG","51,67","","","","","","24,38"
"ALHO AGRO NASCENTE 150GR","47,94","","","","","","17,10"
"COUVE MANTEIGA 1UN","43,89","","","","","","16,39"
"PEPINO KG","40,45","0,070","0,29","","","","5,17"
"MANJERICAO BDJ 30GR","39,95","","","","","","19,71"
"UVA ISIS BDJ 500GR","38,97","","","","","","14,61"
"MIX PIMENTAO BDJ 300GR","29,98","","","","","","9,20"
"FLOR SAMAMBAIA HAVAIANA MINI C1 1UN","26,99","","","","","","9,67"
"GENGIBRE KG","25,80","","","","","","8,05"
"CANJA C/ARROZ INTEGRAL VAPZA 500GR","24,99","","","","","","7,81"
"QUIABO BDJ 200GR 1UN","23,98","1","8,08","","","","-0,26"
"HORTELA BDJ 30GR 1UN","20,97","","","","","","8,84"
"COUVE PICADA BDJ 1UN","19,96","","","","","","7,96"
"REPOLHO ROXO 1UN","19,96","","","","","","7,46"
"VAGEM BDJ 1UN","19,96","","","","","","9,46"
"UVA ROSADA BJ500GR","19,80","6","31,86","","","","-22,68"
"COGUMELO PARIS 300GR","17,99","","","","","","5,34"
"CENOURA BDJ 500GR","15,92","","","","","","5,92"
"UVA BRASIL BDJ 500GR","14,99","","","","","","6,92"
"ERVILHA BDJ 200GR","12,99","","","","","","2,60"
"BERINGELA KG","12,16","0,270","0,73","","","","5,95"
"ACELGA UN 1UN","11,98","","","","","","2,98"
"MACA PINK KG","11,44","3,220","54,97","","","","-53,35"
"INHAME CANTU BDJ 500GR","9,90","","","","","","3,90"
"ABOBRINHA BRASILEIRINHA KG","8,92","","","","","","2,97"
"CEBOLA REDE PRISA 1KG","7,99","","","","","","3,69"
"BATATA DOCE BRANCA KG","4,23","","","","","","1,66"
"ALFACE CRESPA ROXA 1UN","2,49","","","","","","0,99"
"ESCAROLA 1UN","","2","6,00","","","","-6,00"
"BETERRABA MACO UN","","1","4,00","","","","-4,00"
"JILO BDJ 200GR 1UN","","","","","","",""
"ALECRIM BDJ 50GR","","1","4,03","","","","-4,03"
"PIMENTA CAMBUCI BDJ 200GR 1GR","","1","6,92","","","","-6,92"
"PIMENTA DEDO MOCA BDJ 150GR 1UN","","","","","","",""
,"25.603,20",,"1.017,53",,"525,23","13,99","7.811,84"
