"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"AMEIXA KG","4,93","0,240","1,92","0,610","4,88","","-4,91"
"PERA KG","310,23","15,370","151,09","0,480","4,72","","-168,18"
"MAMAO HAVAI 1UN","602,14","2","8,74","1","4,48","","204,74"
"ALHO KG","263,01","","","0,285","4,28","","111,04"
"PIMENTAO VERDE KG","51,42","","","0,390","4,15","","11,42"
"HORTELA BDJ 30GR 1UN","","1","4,09","1","4,09","","-8,18"
"ALFACE ROXA 1UN","147,63","","","2","4,00","","50,63"
"CEBOLINHA VERDE 1UN","95,52","1","1,20","3","3,60","","33,12"
"MELANCIA KG","210,20","7,460","8,96","2,945","3,53","","38,13"
"LIMAO KG","343,99","0,400","1,12","1,177","3,31","","145,55"
"CAQUI KG","177,43","34,900","226,86","0,415","2,70","","-202,98"
"KIWI KG","80,85","","","0,320","2,56","","33,29"
"CEBOLA ROXA KG","63,35","0,850","3,26","0,650","2,50","","16,97"
"COCO SECO KG","27,57","","","0,625","2,11","","11,37"
"ABOBORA MORANGA KG","11,72","0,470","0,94","1,015","2,03","","0,91"
"BATATA DOCE ROXA KG","205,14","","","0,630","1,73","","105,24"
"MORGOTE KG","59,37","2,780","18,71","0,220","1,48","","-6,99"
"GENGIBRE KG","37,20","","","0,120","1,44","","15,46"
"MACA GALA/FUJI KG","924,97","4,430","22,46","0,185","0,93","41,18","429,23"
"PEPINO KG","","","","0,250","0,87","","-0,87"
"BERINGELA KG","3,86","1,600","5,12","0,155","0,50","","-3,82"
"MELAO CANTALOUPE KG","33,70","4,830","45,31","0,051","0,48","","-40,84"
"MACA VERDE KG","133,38","0,420","5,69","0,020","0,27","","21,05"
"MELAO SAPO KG","","","","0,040","0,14","","-0,14"
"BANANA CATURRA KG","1.890,38","73,680","279,98","","","","170,25"
"OVOS VERMELHOS DROSCZAKA 30UN","1.287,44","","","","","","307,44"
"MAMAO KG","856,89","4,170","22,98","","","","312,65"
"TOMATE KG","855,22","14,510","98,03","","","","214,07"
"UVA THOMPSON 500GR","822,43","","","","","","294,46"
"OVOS VERMELHOS NEGOSEK 12UN","791,34","","","","","","197,34"
"OVOS VERMELHOS NEGOSEK GRANDE 20UN","774,51","","","","","","151,01"
"OVOS VERMELHOS DROSCZAKA 12UN","769,30","","","","","","221,20"
"MORANGO BDJ 500GR","539,64","","","","","","107,64"
"ALFACE CRESPA 1UN","426,93","","","","","","202,93"
"OVOS BRANCOS NEGOSEK 12UN","419,65","","","","","","122,15"
"REPOLHO 1UN","286,59","","","","","","101,71"
"ALFACE AMERICANA 1UN","249,50","","","","","","74,72"
"MIRTILO 1UN","238,80","","","","","","38,68"
"TOMATE CEREJA BDJ 300G 1UN","227,62","","","","","","96,52"
"OVOS VERMELHOS NEGOSEK 6UN","201,66","","","","","","54,41"
"GOIABA KG","186,33","19,230","74,99","","","","-12,40"
"RUCULA 1UN","183,54","2","4,50","","","","55,04"
"ABACATE KG","179,68","","","","","","75,62"
"UVA NUBIA BDJ 500GR","168,82","","","","","12,99","33,10"
"BROCOLIS/COUVE FLOR BJ1UN","167,95","4","19,88","","","","23,82"
"ABACAXI PEROLA 1UN","151,79","5","21,12","","","","32,05"
"SALSINHA VERDE 1UN","149,40","","","","","","3,90"
"MELAO AMARELO KG","136,24","","","","","","44,27"
"UVA ISIS BDJ 500GR","129,90","","","","","","42,90"
"ABACAXI GRANDE 1UN","99,00","1","8,85","","","","6,35"
"PITAYA 1UN","95,88","","","","","","35,25"
"ALHO PORO 1UN","95,84","","","","","","36,32"
"UVA ITALIA 500GR","90,93","","","","","","30,03"
"AMEIXA BDJ 1UN","89,88","","","","","","35,88"
"CHUCHU KG","89,72","0,980","1,35","","","","70,65"
"COUVE FLOR 1UN","88,88","2","10,84","","","","13,00"
"ERVILHA BDJ 200GR","77,94","","","","","","11,55"
"PIMENTAO AMARELO KG","72,52","1,290","18,11","","","","0,23"
"UVA VITORIA 500GR","64,95","1","8,71","","","","12,69"
"COGUMELO PARIS 300GR","53,97","","","","","","16,02"
"ALHO PRISA FIGURA 150GR","53,94","","","","","","18,60"
"COUVE MANTEIGA 1UN","51,87","","","","","","25,87"
"MANJERICAO BDJ 30GR","47,94","","","","","","23,40"
"UVA ROSADA BJ500GR","42,86","4","25,52","","","","-20,94"
"CEBOLA REDE PRISA 1KG","39,95","","","","","","16,95"
"ACELGA UN 1UN","39,95","2","12,40","","","","-3,45"
"MAMAO PEDAÇOS KG","32,03","","","","","","14,25"
"BETERRABA KG","30,72","","","","","","10,92"
"COUVE PICADA BDJ 1UN","29,94","","","","","","11,94"
"RABANETE UN 1UN","27,96","","","","","","7,96"
"CENOURA BDJ 500GR","26,93","","","","","","1,63"
"KIWI BDJ 1UN","25,98","","","","","","8,92"
"VAGEM BDJ 1UN","24,95","","","","","","9,95"
"QUIABO BDJ 200GR 1UN","23,98","","","","","","7,67"
"ALHO AGRO NASCENTE 150GR","23,97","","","","","","8,79"
"ABOBORA BABY KG","20,50","","","","","","-14,09"
"ALHO AGRO NASCENTE 500GR","14,99","","","","","","6,28"
"COCO VERDE 1UN","14,89","","","","","","5,29"
"COCO SECO PEDACO KG","12,26","","","","","","7,88"
"JILO BDJ 200GR 1UN","9,90","1","7,00","","","","-4,10"
"ABOBORA SECA KG","9,86","0,880","1,49","","","","4,20"
"ALECRIM BDJ 50GR","7,99","","","","","","3,90"
"SALVIA BDJ 30GR","7,99","","","","","","3,91"
"CEBOLA REDE AGRO NASCENTE 500GR","6,98","","","","","","2,38"
"MANJERONA BDJ 1UN","","1","3,00","","","","-3,00"
"ABOBORA MORANGA FATIADA KG","","","","","","",""
"ALFAVACA BDJ 30GR 1UN","","","","","","",""
"CEBOLA BRANCA KG","","","","","","",""
,"25.505,97",,"1.332,29",,"698,30","54,17","5.960,27"
