"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"MIRTILO 1UN","226,36","5","68,40","","","18,19","-6,20"
"FLOR BEGONIA 1UN","219,96","","","","","","67,72"
"OVOS VERMELHOS NEGOSEK 6UN","190,01","","","","","31,05","42,76"
"ALHO PORO 1UN","176,71","","","","","3,49","65,47"
"PERA KG","171,88","1,610","14,53","","","","53,98"
"ABACATE KG","171,80","2,640","6,60","","","2,81","78,58"
"ALFACE LISA 1UN","157,62","","","","","4,89","37,62"
"COUVE FLOR 1UN","157,40","","","","","","36,92"
"CEBOLINHA VERDE 1UN","157,21","","","","","","74,41"
"ABOBORA CABOTIA KG","136,76","","","","","","56,45"
"ABACAXI PEROLA 1UN","135,83","","","","","6,54","56,95"
"ALHO PRISA FIGURA 150GR","134,85","","","","","","45,30"
"UVA ISIS BDJ 500GR","116,91","","","","","","38,61"
"CEBOLA ROXA KG","116,01","","","","","0,63","36,59"
"RUCULA 1UN","110,23","","","","","2,95","31,90"
"CEBOLA CONSERVA KG","106,00","","","","","","38,04"
"COUVE MANTEIGA 1UN","102,25","","","","","2,95","42,75"
"MELAO AMARELO KG","96,84","2,340","11,14","","","","19,75"
"PIMENTAO AMARELO KG","96,82","","","","","","39,60"
"CEBOLA REDE PRISA 1KG","95,88","","","","","","25,08"
"FLOR CYCLAMEN FLOR P14 1UN","94,61","","","","","","29,45"
"REPOLHO ROXO 1UN","87,89","","","","","","20,68"
"UVA RUBI BDJ 500GR","83,94","","","","","","33,34"
"BROCOLIS/COUVE FLOR BJ1UN","76,89","","","","","","13,75"
"COGUMELO PARIS 300GR","71,96","","","","","","17,16"
"MANJERICAO BDJ 30GR","71,91","2","8,14","","","","27,14"
"LARANJA BAHIA KG","64,07","1,140","4,26","","","","12,95"
"ALFACE ROXA 1UN","63,84","","","","","","16,84"
"ERVILHA BDJ 200GR","59,96","","","","","","4,20"
"FLOR VIOLETA P11 1UN","59,94","","","","","","18,00"
"FLOR GLOXINIA P14 1UN","59,80","","","","","","16,68"
"FLOR KALANCHOE DOBRADO P15 1UN","57,98","","","","","","20,46"
"ACELGA UN 1UN","55,93","","","","","","19,81"
"FLOR TULIPA PREMIUM P12 1UN","46,99","","","","","","16,53"
"FLOR ANTHURIUM P15 1UN","43,99","","","","","","13,95"
"BETERRABA KG","41,74","","","","","","14,87"
"MACA VERDE KG","41,45","0,440","5,43","","","","5,91"
"ALECRIM BDJ 50GR","39,95","","","","","","19,60"
"COUVE PICADA BDJ 1UN","39,92","","","","","","14,92"
"MILHO VERDE BDJ 1UN","38,97","","","","","28,42","10,17"
"UVA UVARIA SEM SEMENTE 500GR","36,00","","","","","34,93",""
"QUIABO BDJ 200GR 1UN","35,97","","","","","","11,58"
"BERINJELA BDJ 400GR 1UN","35,97","","","","","","15,06"
"ESPINAFRE 1UN","34,93","","","","","","6,93"
"ALHO AGRO NASCENTE 500GR","29,98","","","","","","12,56"
"CEBOLA BRANCA KG","27,04","","","","","1,43","9,24"
"TOMILHO BDJ 30GR 1UN","23,97","","","","","","11,04"
"COCO SECO KG","20,24","1,230","4,16","","","","5,74"
"UVA BRANCA KG","18,20","","","","","24,34",""
"UVA ROSADA KG","18,11","","","","","33,38",""
"RABANETE UN 1UN","13,98","","","","","","3,98"
"ACAFRAO BDJ 150GR 1UN","12,99","","","","","","3,45"
"PIMENTA CAMBUCI BDJ 200GR 1GR","12,99","","","","","","6,07"
"CEBOLA REDE AGRO NASCENTE 500GR","10,47","","","","","","3,57"
"FLOR CACTUS MINI P06 1UN","9,98","","","","","","3,54"
"JILO BDJ 200GR 1UN","9,90","","","","","","2,93"
"PESSEGO KG","8,48","","","","","11,50",""
"HORTELA BDJ 30GR 1UN","6,99","","","","","","2,92"
"UVA ROSADA BJ500GR","6,38","","","","","5,11",""
"PITAYA 1UN","5,73","","","","","3,49",""
"CENOURA BDJ 500GR","4,60","","","","","1,40",""
"PEPINO JAPONES FATIADO KG","4,04","","","","","","-0,62"
"COCO SECO PEDACO KG","3,40","","","","","","2,18"
"PEPINO KG","2,63","","","","","1,55",""
"NECTARINA KG","2,42","","","","","3,40",""
"COCO VERDE 1UN","","1","4,80","","","","-4,80"
"UVA BRASIL BDJ 500GR","","","","","","",""
"ALFAVACA BDJ 30GR 1UN","","1","4,07","","","","-4,07"
,"31.713,53",,"530,71",,"40,71","685,40","9.721,42"
