"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"MAMAO KG","1.406,36","12,400","102,42","16,940","139,92","","269,75"
"BANANA CATURRA KG","2.041,46","26,310","90,73","17,585","63,31","","695,99"
"UVA ROSADA KG","616,32","6,910","51,83","4,745","35,59","","135,50"
"PERA KG","194,86","1,380","23,53","1,495","25,01","","27,08"
"UVA BRANCA KG","317,61","3,690","27,69","3,150","23,63","","-3,88"
"LARANJA PERA KG","473,82","0,400","1,27","7,230","22,99","","128,30"
"GOIABA KG","101,50","11,280","82,57","2,870","22,76","","-54,14"
"CHUCHU KG","78,37","0,200","1,47","3,050","22,39","","-17,50"
"CENOURA KG","256,03","0,730","2,25","7,075","21,79","","103,62"
"MORANGO BDJ 500GR","824,45","","","2","20,00","","254,45"
"KIWI KG","201,78","","","0,815","19,45","","73,46"
"PEPINO JAPONES KG","511,64","0,580","5,72","2,470","18,62","","132,57"
"TOMATE CEREJA BDJ 500GR","209,79","","","3","18,00","","65,79"
"ABACATE KG","252,09","5,300","17,43","4,205","17,49","","107,43"
"ABACAXI PEROLA 1UN","93,89","4","16,24","3","16,50","","6,35"
"TOMATE SALADETE KG","621,12","1,110","4,37","3,495","16,08","","216,02"
"MARACUJA KG","216,60","0,200","2,13","1,285","15,66","","82,70"
"MELANCIA KG","768,23","8,660","17,49","5,620","11,35","","216,76"
"NECTARINA KG","349,31","9,330","74,64","1,380","11,04","","48,51"
"PHYSALIS 1UN","","1","9,76","1","9,76","","-19,52"
"ABOBRINHA BRASILEIRINHA KG","91,45","0,170","1,70","0,970","9,70","","19,05"
"LICHIA BDJ 300UN","9,99","","","1","8,80","","-7,61"
"BETERRABA KG","38,26","0,420","1,34","2,515","8,05","","2,99"
"LARANJA BAHIA KG","148,90","0,160","0,96","1,020","7,34","","69,01"
"LIMAO KG","397,56","3,110","9,70","2,290","6,87","","174,81"
"MELAO REI KG","412,04","","","0,460","6,25","","105,13"
"RUCULA 1UN","198,46","","","3","6,00","","69,96"
"CEBOLA CONSERVA KG","31,34","","","2,390","5,35","","8,41"
"BATATA DOCE ROXA KG","162,83","","","1,600","5,28","","49,83"
"AMEIXA KG","434,49","1,280","6,64","1,025","4,61","","271,05"
"MACA PINK KG","245,26","1","16,24","0,265","4,30","","15,99"
"TOMATE KG","465,85","1,700","5,91","1,370","4,11","","236,82"
"BERINGELA KG","24,14","0,830","2,59","0,915","3,06","","5,92"
"ABOBRINHA KG","146,32","0,820","1,94","1,310","2,62","","95,48"
"ALFACE LISA 1UN","117,62","","","1","2,50","","30,12"
"CEBOLINHA VERDE 1UN","65,67","3","2,70","2","2,40","","26,37"
"LARANJA LIMA PERSIA KG","9,22","","","0,250","1,92","","1,85"
"MELAO SAPO KG","28,59","","","0,450","1,62","","12,25"
"COCO SECO KG","31,53","2,780","13,56","0,320","1,56","","-4,49"
"PIMENTAO AMARELO KG","71,89","","","0,155","1,49","","27,23"
"CENOURA BDJ 500GR","43,78","","","1","1,25","","15,03"
"PIMENTAO VERMELHO KG","79,23","","","0,049","0,42","","33,29"
"CARAMBOLA KG","","0,270","3,19","0,030","0,35","","-3,54"
"ABOBORA SECA KG","","","","0,145","0,32","","-0,32"
"CEBOLA ROXA KG","122,85","0,270","1,48","0,005","0,03","","53,23"
"BANANA PRATA KG","1.214,45","6,510","30,40","","","","373,44"
"PESSEGO KG","1.145,07","14,030","52,31","","","","530,47"
"OVOS VERMELHOS NEGOSEK GRANDE 20UN","904,49","","","","","","294,49"
"BATATA KG","809,67","6,520","17,11","","","","217,57"
"OVOS VERMELHOS NEGOSEK 12UN","780,29","","","","","","287,91"
"MACA GALA/FUJI KG","755,75","3,600","27,73","","","","268,81"
"MILHO VERDE BDJ 1UN","631,21","","","","","","196,71"
"UVA THOMPSON 500GR","559,52","","","","","","211,08"
"OVOS VERMELHOS DROSCZAKA 30UN","551,76","","","","","","181,68"
"MANGA KG","500,56","5,530","21,23","","","","246,60"
"OVOS VERMELHOS DROSCZAKA 12UN","497,78","","","","","","160,96"
"CEBOLA KG","356,07","5,490","9,27","","","","157,31"
"ALFACE CRESPA 1UN","352,92","1","2,00","","","","167,82"
"OVOS BRANCOS NEGOSEK 12UN","326,70","","","","","","107,67"
"MAMAO HAVAI 1UN","307,56","18","78,30","","","","37,86"
"PITAYA 1UN","306,90","","","","","","160,73"
"BROCOLIS AMERICANO 1UN","292,42","","","","","","63,01"
"SALSINHA VERDE 1UN","272,09","7","7,00","","","","128,03"
"UVA ISIS BDJ 500GR","220,83","","","","","","102,51"
"ALHO KG","208,26","","","","","","83,97"
"ALFACE AMERICANA 1UN","187,53","","","","","","72,43"
"UVA VITORIA 500GR","168,30","","","","","","48,24"
"UVA ITALIA 500GR","155,88","","","","","","58,44"
"MELAO AMARELO KG","152,01","","","","","","65,23"
"ALFACE ROXA 1UN","144,02","1","2,00","","","","66,02"
"TOMATE CEREJA BDJ 300G 1UN","143,64","","","","","","51,39"
"MORANGO BDJ 200GR","136,62","","","","","","51,62"
"OVOS VERMELHOS NEGOSEK 6UN","112,01","1","3,75","","","","37,01"
"ABACAXI GRANDE 1UN","111,86","1","5,50","","","","30,36"
"BROCOLIS/COUVE FLOR BJ1UN","111,84","","","","","","45,48"
"REPOLHO 1UN","110,75","","","","","","36,99"
"BATATA SALSA KG","106,63","0,100","0,40","","","","32,42"
"COUVE FLOR 1UN","104,85","","","","","","33,17"
"COUVE MANTEIGA 1UN","103,09","","","","","","27,09"
"ALHO AGRO NASCENTE 150GR","95,88","","","","","","34,20"
"ALHO PORO 1UN","94,81","","","","","","30,91"
"MELAO CAIPIRA KG","89,09","","","","","","51,93"
"BATATA SALSA BDJ 500GR","71,39","","","","","","19,69"
"FLOR ZAMIO ZIMBA P17 1UN","69,90","","","","","","20,93"
"MINI MELANCIA KG","67,19","1,660","10,28","","","","7,00"
"TOMATE CORACAO BOI BDJ 700GR","63,92","","","","","","23,92"
"ALHO PRISA FIGURA 150GR","62,93","","","","","","21,70"
"PIMENTAO VERDE KG","58,91","","","","","","35,11"
"MORGOTE KG","58,55","3,280","18,70","","","","6,13"
"GENGIBRE KG","52,14","","","","","","12,86"
"CEBOLA REDE AGRO NASCENTE 500GR","48,86","","","","","","21,56"
"BETERRABA MACO UN","47,92","","","","","","15,92"
"CEREJA NATUA BDJ 250GR","44,97","","","","","","1,08"
"VAGEM VERDE PRUST BDJ 1UN","43,90","","","","","","13,90"
"CEBOLA REDE PRISA 1KG","39,95","","","","","","18,45"
"UVA ROSADA BJ500GR","39,60","","","","","","16,40"
"MACA VERDE KG","39,17","0,610","7,66","","","","2,55"
"QUIABO BDJ 200GR 1UN","35,97","","","","","","11,52"
"COUVE PICADA BDJ 1UN","34,93","","","","","","13,93"
"REPOLHO ROXO 1UN","34,93","","","","","","16,49"
"MANJERICAO BDJ 30GR","31,96","","","","","","14,76"
"ALHO AGRO NASCENTE 500GR","29,98","","","","","","10,80"
"PEPINO KG","26,18","0,450","0,90","","","","16,54"
"PIMENTA DEDO MOCA BDJ 150GR 1UN","25,98","","","","","","12,00"
"MIRTILO 1UN","25,98","","","","","","9,72"
".MACA NECTAR PC850GR","23,98","","","","","","9,98"
"CEBOLA BRANCA KG","21,26","1,640","10,38","","","","-4,19"
"ESPINAFRE 1UN","19,95","","","","","","4,95"
"COCO VERDE 1UN","18,39","1","7,20","","","","-3,21"
"COGUMELO PARIS 300GR","17,99","","","","","","5,34"
"TOFU 450GR","17,99","","","","","","6,16"
"ESCAROLA 1UN","17,96","","","","","","5,96"
"AMEIXA AMARELA KG","17,04","","","","","","5,64"
"UVA BRASIL KG","16,52","","","","","","6,54"
"AMORA BDJ 100GR","15,98","3","17,49","","","","-13,17"
"UVA BRASIL BDJ 500GR","14,99","","","","","","6,14"
"MIX PIMENTAO BDJ 300GR","14,99","","","","","","4,51"
"UVA RUBI BDJ 500GR","13,99","","","","","","5,29"
"UVA BENETAKA BDJ 500GR","11,99","","","","","","4,22"
"ABOBORA MORANGA KG","10,93","","","","","","2,41"
"MELANCIA PEDAÇOS KG","10,13","","","","","","5,46"
"ABOBORA CABOTIA KG","9,73","","","","","","3,73"
"LIMAO SICILIANO KG","8,58","","","","","","1,04"
"ALFAVACA BDJ 30GR 1UN","","2","8,62","","","","-8,62"
"HORTELA BDJ 30GR 1UN","","1","4,31","","","","-4,31"
"ALECRIM BDJ 50GR","","3","12,90","","","","-12,90"
"COGUMELO SHITAKE 200GR","","","","","","",""
,"27.373,21",,"954,93",,"647,54","0,00","8.902,59"
