"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"LARANJA PERA KG","366,00","1,610","5,16","25,280","80,64","","23,41"
"BANANA PRATA KG","1.035,56","5,650","26,39","15,835","73,95","","243,32"
"BATATA KG","1.593,28","2,560","7,94","9,870","31,58","5,74","537,16"
"MAMAO HAVAI 1UN","790,82","12","51,12","6","25,56","","206,22"
"MORANGO BDJ 500GR","734,51","","","2","24,00","","122,51"
"BANANA CATURRA KG","1.644,53","10,460","39,75","5,765","21,91","","140,78"
"MANGA KG","511,64","2,740","14,06","4,150","21,66","12,94","147,09"
"CEBOLA KG","423,98","3,650","10,09","5,594","15,78","","105,11"
"ALFACE LISA 1UN","231,42","","","5","15,00","","42,42"
"MORGOTE KG","61,35","3,470","23,35","2,065","13,90","","-28,12"
"ABACAXI GRANDE 1UN","108,90","5","32,50","2","13,00","","-8,10"
"PERA KG","199,54","5,840","39,56","2,155","12,50","","2,43"
"GOIABA KG","161,34","4,390","17,12","2,830","11,04","","43,15"
"CAQUI KG","282,09","0,440","2,86","1,610","10,47","","83,47"
"MARACUJA KG","272,30","1,220","7,76","1,595","10,14","","68,96"
"BATATA SALSA KG","57,03","1,730","9,34","1,710","9,23","","0,50"
"ALFACE AMERICANA 1UN","523,95","1","3,00","3","9,00","","196,95"
"UVA THOMPSON 500GR","989,34","","","1","8,98","","392,30"
"BETERRABA KG","59,01","","","1,960","8,82","","12,19"
"CEBOLA ROXA KG","126,89","0,550","1,88","2,220","8,52","","51,70"
"PEPINO JAPONES KG","320,64","","","2,220","8,24","","119,90"
"PIMENTAO AMARELO KG","140,64","0,810","8,28","0,435","6,11","","21,64"
"ALHO KG","236,54","","","0,340","6,08","","81,41"
"ABOBRINHA KG","184,44","0,720","2,15","2,030","6,05","6,65","73,31"
"ACELGA UN 1UN","31,96","1","5,90","1","5,90","","-3,44"
"BROCOLIS/COUVE FLOR BJ1UN","153,78","","","1","4,96","","39,58"
"LIMAO SICILIANO KG","66,87","0,650","7,67","0,360","4,25","","15,29"
"MELANCIA KG","369,06","5,380","6,46","3,525","4,23","2,58","75,80"
"MELAO CANTALOUPE KG","15,32","3,810","35,74","0,341","3,20","","-32,08"
"GENGIBRE KG","39,12","","","0,265","3,18","","14,59"
"ABACATE KG","199,50","","","1,230","3,17","","93,17"
"BATATA DOCE ROXA KG","142,11","","","0,860","3,10","","61,26"
"AMEIXA KG","354,45","0,070","0,56","0,310","2,48","","113,85"
"RUCULA 1UN","259,35","10","22,00","1","2,00","","95,35"
"KIWI KG","80,53","","","0,225","1,80","","39,78"
"BERINGELA KG","25,89","1","3,20","0,280","0,90","","5,30"
"MACA VERDE KG","79,76","0,450","6,10","0,065","0,88","","10,10"
"COCO SECO KG","18,41","","","0,145","0,49","","8,51"
"ABOBORA SECA KG","10,26","","","0,195","0,33","","5,59"
"CEBOLA CONSERVA KG","23,98","","","0,080","0,22","","7,25"
"ABOBORA CABOTIA KG","18,39","","","0,080","0,19","","7,23"
"MELAO SAPO KG","","","","0,010","0,04","","-0,04"
"MAMAO KG","1.287,77","","","","","","524,60"
"TOMATE SALADETE KG","1.084,16","2,400","14,20","","","","312,96"
"OVOS VERMELHOS NEGOSEK GRANDE 20UN","1.034,42","","","","","","193,42"
"OVOS VERMELHOS DROSCZAKA 30UN","1.014,48","","","","","","259,48"
"OVOS VERMELHOS DROSCZAKA 12UN","1.000,09","1","7,83","","","","278,23"
"BROCOLIS AMERICANO 1UN","934,83","","","","","","418,16"
"MACA GALA/FUJI KG","931,00","1,540","7,99","","","","439,56"
"TOMATE KG","736,78","5,950","26,40","","","","141,69"
"OVOS VERMELHOS NEGOSEK 12UN","599,50","","","","","","149,50"
"ALFACE CRESPA 1UN","554,89","3","7,00","","","","237,89"
"LIMAO KG","536,49","0,460","1,29","","","","241,93"
"MELAO REI KG","508,83","","","","","","93,09"
"CENOURA KG","476,15","0,200","0,86","","","15,45","166,54"
"OVOS BRANCOS NEGOSEK 12UN","467,61","","","","","11,99","136,11"
"UVA ITALIA 500GR","432,59","","","","","","108,37"
"MORANGO BDJ 200GR","399,50","","","","","","149,50"
"LARANJA BAHIA KG","279,11","1,740","17,27","","","","87,58"
"TOMATE CEREJA BDJ 300G 1UN","269,55","","","","","","109,47"
"TOMATE CEREJA BDJ 500GR","259,74","","","","","","151,74"
"COUVE FLOR 1UN","251,64","","","","","","56,33"
"OVOS VERMELHOS NEGOSEK 6UN","246,62","","","","","","66,12"
"MILHO VERDE BDJ 1UN","230,67","1","5,50","","","","43,67"
"REPOLHO 1UN","224,27","","","","","","67,00"
"ALFACE ROXA 1UN","215,79","12","28,00","","","","25,79"
"ABACAXI PEROLA 1UN","191,76","","","","","","77,40"
"SALSINHA VERDE 1UN","183,08","","","","","","57,34"
"MELAO AMARELO KG","177,12","","","","","","42,87"
"PIMENTAO VERMELHO KG","165,35","0,380","5,11","","","","46,83"
"ALHO PORO 1UN","155,74","","","","","","59,02"
"CEBOLA REDE PRISA 1KG","119,85","","","","","","50,85"
"ATEMOIA 1UN","119,66","","","","","","30,29"
"UVA VITORIA 500GR","116,91","","","","","","38,53"
"ALHO PRISA FIGURA 150GR","116,87","","","","","","40,30"
"UVA ROSADA BJ500GR","115,32","1","6,38","","","","19,62"
"CEBOLINHA VERDE 1UN","109,45","","","","","","43,45"
"ALHO AGRO NASCENTE 150GR","103,87","","","","","","38,09"
