"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"PERA KG","257,20","1,450","15,21","0,490","5,14","","56,85"
"ALFACE CRESPA 1UN","355,35","","","2","4,00","","172,35"
"GENGIBRE KG","49,44","","","0,340","3,84","","19,88"
"MELAO AMARELO KG","134,85","3,020","14,71","0,675","3,29","","22,87"
"CHUCHU KG","62,24","0,670","1,17","1,785","3,11","","23,75"
"RUCULA 1UN","99,75","5","15,00","1","3,00","","6,78"
"LIMAO SICILIANO KG","52,64","","","0,275","2,95","","21,34"
"PEPINO KG","","","","0,800","2,78","","-2,78"
"CEBOLINHA VERDE 1UN","71,64","","","2","2,40","","26,04"
"BETERRABA KG","41,54","","","0,375","1,64","","13,42"
"BATATA DOCE ROXA KG","141,03","","","0,495","1,36","","61,90"
"AMEIXA KG","342,75","0,620","5,43","0,140","1,23","","105,19"
"PIMENTAO VERMELHO KG","107,47","","","0,120","1,08","","44,77"
"LARANJA LIMA PERSIA KG","","","","0,135","1,04","","-1,04"
"ABOBORA MORANGA KG","12,29","","","0,175","0,35","","3,72"
"COCO SECO KG","9,71","0,490","1,66","0,080","0,27","","2,82"
"OVOS VERMELHOS NEGOSEK GRANDE 20UN","989,45","","","","","","217,95"
"OVOS VERMELHOS NEGOSEK 12UN","923,23","","","","","","230,23"
"MORANGO BDJ 500GR","791,56","","","","","","249,56"
"OVOS VERMELHOS DROSCZAKA 12UN","604,45","","","","","","191,95"
"BATATA SALSA KG","517,44","","","","","","177,57"
"OVOS BRANCOS NEGOSEK 12UN","515,57","","","","","","150,07"
"BROCOLIS AMERICANO 1UN","503,37","","","","","","174,22"
"UVA THOMPSON 500GR","311,77","2","18,86","","","","75,98"
"ALFACE AMERICANA 1UN","294,41","","","","","","80,11"
"PEPINO JAPONES KG","239,35","0,200","1,07","","","","105,84"
"OVOS VERMELHOS NEGOSEK 6UN","195,42","","","","","","52,92"
"SALSINHA VERDE 1UN","189,85","","","","","","56,39"
"CEBOLA REDE PRISA 1KG","175,78","","","","","","45,98"
"GOIABA KG","148,77","5,490","24,71","","","","35,31"
"ALFACE LISA 1UN","147,63","","","","","","36,63"
"FLOR LIRIO VARIADO 1UN","139,95","","","","","","4,25"
"ALFACE ROXA 1UN","135,66","","","","","","62,66"
"FLOR ANTHURIUM P15 1UN","131,97","","","","","","41,85"
"ALHO PORO 1UN","131,78","","","","","","49,94"
"COUVE FLOR 1UN","127,84","","","","","","32,07"
"CEBOLA CONSERVA KG","119,19","","","","","","34,99"
"UVA ISIS BDJ 500GR","116,91","","","","","","38,61"
"ALHO PRISA FIGURA 150GR","107,88","","","","","","36,24"
"ABACAXI GRANDE 1UN","89,10","","","","","","34,20"
"UVA RUBI BDJ 500GR","83,94","","","","","","33,54"
"MARACUJA KG","82,51","15,840","117,07","","","","-97,34"
"UVA VITORIA 500GR","77,94","","","","","","25,74"
"MINI MELANCIA KG","75,44","","","","","","13,00"
"MACA VERDE KG","60,91","0,230","2,87","","","","13,36"
"FLOR GLOXINIA P14 1UN","59,80","","","","","","16,68"
"ERVILHA BDJ 200GR","57,96","","","","","","2,20"
"FLOR BEGONIA 1UN","54,99","","","","","","16,93"
"FLOR TULIPA PREMIUM P12 1UN","46,99","","","","","","16,53"
"FLOR VIOLETA P11 1UN","39,96","","","","","","12,88"
"REPOLHO ROXO 1UN","39,95","","","","","","9,74"
"MIRTILO 1UN","39,80","","","","","","10,11"
"QUIABO BDJ 200GR 1UN","35,97","","","","","","11,58"
"BERINJELA BDJ 400GR 1UN","35,97","","","","","","15,06"
"ACELGA UN 1UN","31,96","","","","","","9,52"
"PEPINO JAPONES FATIADO KG","30,48","","","","","","5,39"
"UVA BRASIL BDJ 500GR","29,98","","","","","","10,10"
"ESPINAFRE 1UN","29,94","","","","","","5,94"
"FLOR KALANCHOE DOBRADO P15 1UN","28,99","","","","","","10,23"
"HORTELA BDJ 30GR 1UN","20,97","1","4,07","","","","4,69"
"RABANETE UN 1UN","20,97","","","","","","5,97"
"CEBOLA REDE AGRO NASCENTE 500GR","20,94","","","","","","7,14"
"MANJERICAO BDJ 30GR","15,98","2","8,14","","","","-0,30"
"ALHO AGRO NASCENTE 500GR","14,99","","","","","","6,28"
"COCO SECO PEDACO KG","14,06","","","","","","9,04"
"PIMENTA DEDO MOCA BDJ 150GR 1UN","12,99","","","","","","6,01"
"ABOBORA SECA KG","8,06","","","","","","4,65"
"ALHO AGRO NASCENTE 150GR","7,99","","","","","","2,93"
"ALECRIM BDJ 50GR","7,99","","","","","","3,92"
"FLOR CACTUS MINI P06 1UN","4,99","","","","","","1,77"
"FLOR PHALAENOPSIS MIX P12 1UN","","","","","","",""
"TOMILHO BDJ 30GR 1UN","","","","","","",""
"ALFAVACA BDJ 30GR 1UN","","","","","","",""
"ACAFRAO BDJ 150GR 1UN","","","","","","",""
"COCO VERDE 1UN","","2","9,60","","","","-9,60"
,"27.104,53",,"690,55",,"4.399,91","0,00","4.296,60"
