"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"MELAO REI KG","231,88","","","3,450","42,75","","27,83"
"ALFACE AMERICANA 1UN","369,26","","","15","37,50","","146,76"
"TOMATE SALADETE KG","863,61","2,610","13,80","4,070","24,62","","242,73"
"CEBOLA BRANCA KG","32,88","","","2,770","23,91","","-19,69"
"OVOS VERMELHOS DROSCZAKA 30UN","689,70","","","1","19,58","","79,36"
"ABACAXI GRANDE 1UN","69,30","2","13,00","3","19,50","","-8,70"
"BANANA CATURRA KG","1.908,83","0,430","1,49","5,100","19,38","","408,74"
"GENGIBRE KG","55,08","0,560","6,72","1,480","17,76","","0,49"
"PONKAN KG","49,21","0,560","3,42","2,605","15,92","","-0,51"
"CENOURA KG","377,57","3,180","14,88","3,305","15,47","","50,68"
"UVA RUBI KG","1,96","0,240","2,09","1,740","15,16","","-16,51"
"MIRTILO 1UN","59,70","1","16,25","1","15,01","","-16,59"
"PERA KG","321,12","0,410","4,65","1,320","14,96","","118,71"
"BATATA KG","873,61","2,730","7,79","4,800","13,54","","209,66"
"GOIABA KG","159,33","3,330","14,61","3,400","13,26","","41,71"
"MANGA KG","442,96","7,220","33,79","2,445","12,76","","98,64"
"TOMATE CEREJA BDJ 300G 1UN","181,69","","","3","12,09","","46,74"
"MARACUJA KG","246,84","1,360","11,68","1,210","10,39","","91,42"
"COCO VERDE 1UN","","","","2","9,60","","-9,60"
"UVA VITORIA 500GR","128,90","","","1","9,29","","29,07"
"MAMAO HAVAI 1UN","650,07","8","34,80","2","9,00","","194,87"
"PEPINO JAPONES KG","482,38","1,530","8,57","1,495","8,37","","228,76"
"CAQUI KG","468,31","4,180","32,29","1,195","8,34","","141,11"
"PITAYA 1UN","627,21","6","24,84","2","8,28","","260,21"
"MACA VERDE KG","145,96","1,290","16,61","0,515","6,63","","13,57"
"UVA BRANCA KG","","","","1,300","6,50","","-6,50"
"ACELGA UN 1UN","43,94","","","1","6,00","","4,90"
"ABOBRINHA KG","245,68","0,660","2,89","1,645","5,89","","103,31"
"BATATA DOCE ROXA KG","177,16","","","1,225","5,78","","54,87"
"REPOLHO 1UN","225,66","","","1","5,41","","41,21"
"MELANCIA KG","476,88","1,220","1,09","5,785","5,21","","147,34"
"AMEIXA KG","203,16","3,520","22,88","0,795","5,17","","9,78"
"MORANGO BDJ 200GR","407,49","","","1","5,00","","147,49"
"VAGEM KG","30,05","0,030","0,40","0,335","4,42","","5,32"
"BETERRABA KG","52,27","0,410","1,97","0,870","4,18","","11,08"
"CEBOLA ROXA KG","82,56","0,530","2,39","0,615","2,77","","17,24"
"ABOBORA CABOTIA KG","30,38","","","1,122","2,67","","9,62"
"COUVE MANTEIGA 1UN","27,93","","","1","2,50","","10,43"
"CEBOLA CONSERVA KG","50,55","","","1,110","2,49","","17,47"
"CHUCHU KG","125,29","","","0,990","2,42","","73,62"
"LARANJA PERA KG","400,26","5,040","16,13","0,695","2,22","","110,69"
"PIMENTAO VERDE KG","43,51","","","0,190","1,09","","17,10"
"BERINGELA KG","18,56","0,710","3,23","0,200","0,91","","0,31"
"PIMENTAO VERMELHO KG","64,41","0,370","4,08","0,072","0,79","","21,11"
"BATATA SALSA KG","78,26","","","0,115","0,62","","25,55"
"ABOBORA MORANGA KG","22,48","","","0,236","0,47","","6,98"
"ABOBORA SECA KG","","1,790","3,03","0,277","0,47","","-3,50"
"MELAO SAPO KG","45,19","","","0,125","0,44","","22,12"
"COCO SECO KG","13,81","","","0,100","0,34","","6,41"
"LARANJA BAHIA KG","259,76","1,930","15,26","0,015","0,12","","39,78"
"PEPINO KG","","","","0,020","0,08","","-0,08"
"BANANA PRATA KG","1.143,90","0,610","2,85","","","","378,22"
"MAMAO KG","1.120,52","13,920","94,69","","","","232,47"
"OVOS VERMELHOS NEGOSEK GRANDE 20UN","1.098,32","","","","","","213,82"
"MACA GALA/FUJI KG","967,57","15,470","106,61","","","","379,85"
"TOMATE KG","912,40","18,580","78,37","","","","292,10"
"OVOS VERMELHOS NEGOSEK 12UN","851,29","","","","","","212,29"
"UVA THOMPSON 500GR","749,50","5","43,50","","","","255,27"
"MORANGO BDJ 500GR","614,59","","","","","","168,59"
"BROCOLIS AMERICANO 1UN","607,90","","","","","","262,54"
"OVOS VERMELHOS DROSCZAKA 12UN","415,80","","","","","","49,74"
"OVOS BRANCOS NEGOSEK 12UN","359,70","","","","","","104,70"
"CEBOLA KG","356,08","1,660","4,78","","","","96,51"
