"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"ALHO KG","62,09","","","6,670","102,72","","-76,22"
"PERA KG","","","","8,260","42,21","","-42,21"
"AMEIXA KG","231,13","0,730","4,02","7,017","38,59","","46,39"
"CHUCHU KG","10,05","0,810","6,88","3,525","29,93","","-35,38"
"BATATA KG","366,68","2,280","5,00","10,380","22,21","","133,94"
"MORANGO BDJ 200GR","19,80","","","3","19,86","","-13,32"
"MARACUJA KG","19,31","2,595","26,49","1,780","18,17","","-38,98"
"COUVE FLOR 1UN","","","","4","16,00","","-16,00"
"PESSEGO KG","79,89","","","2,648","14,33","","1,43"
"ABACAXI PEROLA 1UN","5,99","","","3","12,21","","-10,29"
"TOMATE SALADETE KG","146,77","2,615","10,56","2,665","9,83","","37,46"
"TOMATE KG","119,74","7,310","23,22","3,460","9,58","","27,85"
"UVA ROSADA KG","","","","1,556","8,08","","-8,08"
"MELAO AMARELO KG","30,62","2,229","6,83","2,270","7,76","","-0,57"
"OVOS VERMELHOS NEGOSEK 12UN","239,76","","","1","7,50","","58,76"
"PIMENTAO VERDE KG","10,65","1,665","5,86","2,105","7,41","","-6,72"
"PEPINO KG","47,80","","","2,690","7,18","","14,03"
"REPOLHO 1UN","51,87","2","4,70","3","7,05","","4,93"
"PEPINO JAPONES KG","46,82","4,095","17,24","1,510","6,36","","8,04"
"ABOBRINHA KG","22,99","1,915","7,80","1,515","6,17","","-3,45"
"UVA UVARIA SEM SEMENTE 500GR","","","","1","6,00","","-6,00"
"BANANA PRATA KG","108,10","","","1,225","5,72","","24,17"
"SALSINHA VERDE 1UN","2,99","3","3,00","5","5,00","","-6,01"
"CEBOLA KG","45,38","","","1,965","3,77","","12,44"
"OVOS VERMELHOS NEGOSEK 6UN","69,86","","","1","3,75","","13,61"
"MANGA KG","30,63","2,414","8,58","0,971","3,45","","-3,67"
"MELANCIA KG","414,95","","","4,294","3,44","","163,32"
"BATATA DOCE ROXA KG","16,10","","","1,065","3,20","","3,22"
"CEBOLA CONSERVA KG","35,38","0,090","0,20","1,335","2,99","","9,47"
"LIMAO KG","45,85","0,210","0,48","1,280","2,93","","17,37"
"TOMATE CEREJA BDJ 300G 1UN","","","","1","2,86","","-2,86"
"ALFACE ROXA 1UN","11,37","","","1","2,50","","1,37"
"LIMAO SICILIANO KG","","","","0,120","1,89","","-1,89"
"PIMENTAO AMARELO KG","","","","0,215","1,58","","-1,58"
"MORGOTE KG","","","","0,235","1,34","","-1,34"
"LARANJA PERA KG","55,35","3,265","9,44","0,150","0,43","","8,83"
"BETERRABA KG","","","","0,075","0,26","","-0,26"
"BANANA CATURRA KG","666,47","1,780","5,41","","","","230,99"
"MACA GALA/FUJI KG","269,17","4,870","43,59","","","","10,32"
"OVOS VERMELHOS NEGOSEK GRANDE 20UN","215,82","","","","","","9,82"
"UVA ROSADA BJ500GR","104,97","","","","","","19,69"
"ALFACE CRESPA 1UN","82,15","","","","","","19,65"
"MAMAO KG","70,19","","","","","","27,35"
"UVA VITORIA 500GR","55,76","","","","","","12,74"
"CEBOLA REDE PRISA 1KG","47,94","","","","","","22,14"
"CENOURA BDJ 500GR","33,83","6","7,50","","","","5,05"
"CEBOLINHA VERDE 1UN","15,61","","","","","","8,61"
"BROCOLIS AMERICANO 1UN","11,98","2","6,00","","","","-0,02"
"ALHO PRISA FIGURA 150GR","8,99","","","","","","3,10"
"RUCULA 1UN","7,98","","","","","","1,98"
"MILHO VERDE BDJ 1UN","6,99","","","","","","3,38"
"REPOLHO ROXO 1UN","5,98","","","","","","0,88"
"GOIABA KG","5,21","","","","","","2,97"
"ALFACE AMERICANA 1UN","4,99","","","","","","2,49"
"PIMENTAO VERMELHO KG","3,52","","","","","","0,92"
"COCO SECO KG","","","","","","",""
,"3.965,47",,"202,80",,"444,26","0,00","693,86"
