"Nm.Produto","Vl.Venda","Qt.Quebra","Vl.Quebra","Qt.Desvio","Vl.Desvio","Vl.Devolução","Vl.Rentab.Final"
"MACA GALA/FUJI KG","194,41","4,815","43,35","42,436","379,38","","-362,92"
"PESSEGO KG","74,88","1,530","6,34","37,182","165,09","","-138,50"
"PIMENTAO VERDE KG","24,00","0,200","1,00","11,831","59,16","","-48,30"
"BANANA PRATA KG","80,34","","","8,960","41,84","","-15,19"
"PEPINO JAPONES KG","","4,750","37,10","5,055","39,48","","-76,58"
"BANANA CATURRA KG","676,54","5,270","18,97","8,617","35,07","","110,59"
"TOMATE KG","92,02","8,530","32,19","8,096","33,84","","-25,87"
"MAMAO KG","26,18","","","3,041","27,67","","-19,85"
"BETERRABA KG","","","","9,490","26,67","","-26,67"
"MORGOTE KG","","","","4,660","26,19","","-26,19"
"MARACUJA KG","","","","1,675","24,76","","-24,76"
"PIMENTAO AMARELO KG","","","","1,822","19,71","","-19,71"
"PEPINO KG","60,70","0,395","1,22","4,237","13,05","","9,02"
"PIMENTAO VERMELHO KG","","","","1,172","12,68","","-12,68"
"CEBOLA CONSERVA KG","21,54","1,055","2,36","5,293","11,86","","-6,49"
"OVOS VERMELHOS NEGOSEK GRANDE 20UN","209,86","","","1","11,50","","43,36"
"CENOURA BDJ 500GR","1,99","","","9","11,25","","-10,51"
"LARANJA PERA KG","111,14","3,510","9,93","3,586","11,22","","25,36"
"MELAO AMARELO KG","10,48","1,390","4,75","3,236","11,07","","-11,33"
"CARAMBOLA KG","","","","0,717","8,47","","-8,47"
"SALSINHA VERDE 1UN","11,96","","","8","8,00","","-0,04"
"BATATA DOCE ROXA KG","7,93","","","2,422","7,29","","-4,43"
"CENOURA KG","33,88","9,057","30,70","1,815","6,15","","-25,99"
"CEBOLA ROXA KG","9,64","1,060","5,10","0,865","4,16","","-9,29"
"MELANCIA KG","101,45","14,394","30,95","1,755","3,77","","-6,45"
"MILHO VERDE BDJ 1UN","","","","1","3,60","","-3,60"
"ABOBRINHA KG","","","","0,998","2,99","","-2,99"
"CHUCHU KG","","","","1,810","2,17","","-2,17"
"BATATA KG","284,59","2,099","5,54","0,816","2,14","","83,40"
"CEBOLINHA VERDE 1UN","8,92","","","2","2,00","","2,92"
"MANGA KG","108,90","","","0,399","1,54","","17,25"
"TOMATE SALADETE KG","188,35","3,170","14,13","0,080","0,37","","72,74"
"OVOS VERMELHOS NEGOSEK 12UN","263,76","","","","","","85,26"
"ALFACE CRESPA 1UN","108,19","","","","","","30,69"
"ALHO KG","77,45","","","","","","34,77"
"UVA ROSADA KG","67,18","","","","","","26,12"
"LIMAO KG","62,08","1,390","5,02","","","","20,95"
"REPOLHO 1UN","37,91","","","","","","9,42"
"CEBOLA KG","35,03","0,755","1,23","","","","13,70"
"OVOS VERMELHOS NEGOSEK 6UN","29,95","","","","","","10,45"
"ALHO AGRO NASCENTE 150GR","23,97","","","","","","8,19"
"MORANGO BDJ 200GR","19,80","4","31,36","","","","-27,24"
"CEBOLA REDE AGRO NASCENTE 500GR","10,47","","","","","","4,62"
"UVA ROSADA BJ500GR","9,90","","","","","","4,60"
"ALHO PRISA FIGURA 150GR","8,99","","","","","","3,10"
"ABACAXI PEROLA 1UN","7,99","2","8,12","","","","-4,19"
,"3.102,37",,"289,36",,"1.014,14","0,00","-303,90"
